record_type,schema_version,run_id,run_date,protocol_id,rewording_type,subject_model_id,stability_pct,ci_low_pct,ci_high_pct,gap_pct,gap_null_pct,gap_positive_pct,null_floor_pct,at_noise_floor,n,n_valid,n_items,k,entropy_a,entropy_b,u_a,u_a_prime,u_b,u_c,drop_bound_pct_ab,drop_bound_pct_aa,drop_bound_pct_ac,drop_asymmetry_pct_ab,drop_asymmetry_pct_aa,drop_asymmetry_pct_ac,scenario_gaps_pct,scenario_spread_pct,scenario_concentration_pct,outcomes,decisions,flags,gates,on_curve,panel_sha256,protocol_sha256,extractor_sha,analysis_code_sha,schema_sha256,grammar_version,series,lane,twin_id,model_family,returned_model_id,api_surface_sha,condition_profile,replicate_index
measurement,2,2026-09-22__risky_choice_framing__order__v0__claude-sonnet-5__r0,2026-09-22,risky_choice_framing__order__v0,order,claude-sonnet-5,96.666667,90.0,100.0,3.333333,3.333333,96.666667,3.333333,True,30,"{""A"": 30, ""A_prime"": 30, ""B"": 30, ""C"": 30}",15,2,-0.0,0.210842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 50.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 0.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 50.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",100.0,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}}","{""A"": {""A"": 30, ""B"": 0}, ""A_prime"": {""A"": 29, ""B"": 1}, ""B"": {""A"": 29, ""B"": 1}, ""C"": {""A"": 1, ""B"": 29}}","[""below_surface_noise"", ""scenario_dominated""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": true, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": true, ""unset_thresholds"": []}",False,02a7f0ad7e71493a6d9a47c3f3356d9f8609b938a8b7b370ee94bf0ddb3cc78e,a72a64736e463672f162cb4d5079dd907a867e87c885fd81932c2ffdea42f1f6,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,commercial,guard,,claude-sonnet,claude-sonnet-5,,bare,0
measurement,2,2026-09-22__sunk_cost_fallacy__anchoring__v0__claude-sonnet-5__r0,2026-09-22,sunk_cost_fallacy__anchoring__v0,anchoring,claude-sonnet-5,96.666667,90.0,100.0,3.333333,0.0,100.0,3.333333,True,30,"{""A"": 30, ""A_prime"": 30, ""B"": 30, ""C"": 30}",15,2,-0.0,0.210842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 50.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 0.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 50.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",100.0,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}}","{""A"": {""A"": 30, ""B"": 0}, ""A_prime"": {""A"": 30, ""B"": 0}, ""B"": {""A"": 29, ""B"": 1}, ""C"": {""A"": 0, ""B"": 30}}","[""scenario_dominated""]","{""A-A_prime"": {""above_surface_noise"": true, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": true, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": true, ""unset_thresholds"": []}",False,e9e7280de76f87a8ae01198b905b717a43002b87e1bb11b038e8be3b2c7eddd8,4ecba92a78960f514dc1d78fb273cb5cd4635909fe3fca7796ee27597f150c3e,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,commercial,guard,,claude-sonnet,claude-sonnet-5,,bare,0
measurement,2,2026-09-22__sunk_cost_fallacy__default__v0__claude-sonnet-5__r0,2026-09-22,sunk_cost_fallacy__default__v0,default,claude-sonnet-5,96.666667,90.0,100.0,3.333333,3.333333,96.666667,3.333333,True,30,"{""A"": 30, ""A_prime"": 30, ""B"": 30, ""C"": 30}",15,2,0.210842,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 50.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 0.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 50.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",100.0,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}}","{""A"": {""A"": 29, ""B"": 1}, ""A_prime"": {""A"": 30, ""B"": 0}, ""B"": {""A"": 30, ""B"": 0}, ""C"": {""A"": 0, ""B"": 30}}","[""below_surface_noise"", ""scenario_dominated""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": true, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": true, ""unset_thresholds"": []}",False,5e5de344bf8e599af5e873153f20a29c666be58f63e0c941817f780f8fa37cdd,bdccc81d4a0d9d96b61912561c984d3d7145c3e1454585897c3a0425d9e20003,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,a9ecc06b9a2c91946e82d2100bcb84c0aa30bf53ef2a6ac9faf99d817265dac5,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,commercial,guard,,claude-sonnet,claude-sonnet-5,,bare,0
measurement,2,2026-09-22__sunk_cost_fallacy__order__v0__claude-sonnet-5__r0,2026-09-22,sunk_cost_fallacy__order__v0,order,claude-sonnet-5,100.0,100.0,100.0,0.0,0.0,100.0,0.0,True,30,"{""A"": 30, ""A_prime"": 30, ""B"": 30, ""C"": 30}",15,2,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 0.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 0.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}}","{""A"": {""A"": 30, ""B"": 0}, ""A_prime"": {""A"": 30, ""B"": 0}, ""B"": {""A"": 30, ""B"": 0}, ""C"": {""A"": 0, ""B"": 30}}","[""below_drop_bound"", ""below_surface_noise"", ""degenerate_candidate""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": false, ""unset_thresholds"": []}",False,ee1b8c65d8b6059a1ee77cdca2f1b245dec01ba0a9ce1715a9766d9565659aaa,b41094d643894575a17e74ac4fff8d2c85a0f1c92ddd499d7f5c32aef4479bd3,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,commercial,guard,,claude-sonnet,claude-sonnet-5,,bare,0
measurement,2,2026-09-22__sunk_cost_fallacy__wording__v0__claude-sonnet-5__r0,2026-09-22,sunk_cost_fallacy__wording__v0,wording,claude-sonnet-5,100.0,100.0,100.0,0.0,0.0,100.0,0.0,True,30,"{""A"": 30, ""A_prime"": 30, ""B"": 30, ""C"": 30}",15,2,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 0.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 0.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}}","{""A"": {""A"": 30, ""B"": 0}, ""A_prime"": {""A"": 30, ""B"": 0}, ""B"": {""A"": 30, ""B"": 0}, ""C"": {""A"": 0, ""B"": 30}}","[""below_drop_bound"", ""below_surface_noise"", ""degenerate_candidate""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": false, ""unset_thresholds"": []}",False,06d3bbcfe901fff2e50176716d21b6c07a10549c9c1f92f97917147281fd0a9e,c7ff2e0cc5008a579e10d3d7b9609e893386cf1f1dcf54c15f4ca84f91348e40,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,a9ecc06b9a2c91946e82d2100bcb84c0aa30bf53ef2a6ac9faf99d817265dac5,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,commercial,guard,,claude-sonnet,claude-sonnet-5,,bare,0
measurement,2,2026-09-23__risky_choice_framing__order__v0__qwen2.5-1.5b-instruct-q4_k_m__r0,2026-09-23,risky_choice_framing__order__v0,order,qwen2.5-1.5b-instruct-q4_k_m,92.857143,82.142857,100.0,7.142857,16.857143,0.857143,3.491,False,30,"{""A"": 28, ""A_prime"": 25, ""B"": 30, ""C"": 25}",15,2,0.371232,-0.0,0.066667,0.166667,0.0,0.166667,6.666667,23.333333,23.333333,6.666667,10.0,10.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 100.0, ""s14"": null, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 100.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",100.0,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 2, ""valid"": 28}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 5, ""valid"": 25}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 5, ""valid"": 25}}","{""A"": {""A"": 2, ""B"": 26}, ""A_prime"": {""A"": 6, ""B"": 19}, ""B"": {""A"": 0, ""B"": 30}, ""C"": {""A"": 2, ""B"": 23}}","[""drop_confounded"", ""asymmetric_missingness"", ""below_surface_noise"", ""not_reading"", ""scenario_dominated""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": false, ""drop_bound_ok"": false}, ""A-B"": {""above_drop_bound"": true, ""asymmetry_ok"": false, ""drop_bound_ok"": false}, ""A-C"": {""asymmetry_ok"": false, ""drop_bound_ok"": false, ""reading"": false}, ""all_passed"": false, ""scenario_dominated"": true, ""unset_thresholds"": []}",False,02a7f0ad7e71493a6d9a47c3f3356d9f8609b938a8b7b370ee94bf0ddb3cc78e,a72a64736e463672f162cb4d5079dd907a867e87c885fd81932c2ffdea42f1f6,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,open_weights,guard,,qwen2.5,qwen2.5-1.5b-instruct-q4_k_m,,bare,0
measurement,2,2026-09-24__base_rate_neglect__anchoring__v0__qwen2.5-1.5b-instruct-q4_k_m__r0,2026-09-24,base_rate_neglect__anchoring__v0,anchoring,qwen2.5-1.5b-instruct-q4_k_m,86.666667,66.666667,100.0,13.333333,73.333333,46.666667,8.016667,False,30,"{""A"": 30, ""A_prime"": 30, ""B"": 30, ""C"": 30}",15,2,0.836641,0.56651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 50.0, ""s04"": 0.0, ""s05"": 50.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 100.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 100.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",75.0,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}}","{""A"": {""A"": 22, ""B"": 8}, ""A_prime"": {""A"": 0, ""B"": 30}, ""B"": {""A"": 26, ""B"": 4}, ""C"": {""A"": 8, ""B"": 22}}","[""below_surface_noise"", ""scenario_dominated""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": true, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": true, ""unset_thresholds"": []}",False,447595a4bd0c6bd3a3becea4c4b85fe07d362b0dd325498f9e5f073dd85f41ea,357b00c0168ce8d02eeba61209ded2784249d2a8944502cc1c580cdec4c72208,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,open_weights,guard,base_rate_neglect__wording__v0,qwen2.5,qwen2.5-1.5b-instruct-q4_k_m,,bare,0
measurement,2,2026-09-24__base_rate_neglect__anchoring__v1__qwen2.5-1.5b-instruct-q4_k_m__r0,2026-09-24,base_rate_neglect__anchoring__v1,anchoring,qwen2.5-1.5b-instruct-q4_k_m,90.0,79.166667,99.166667,10.0,72.5,49.166667,4.278,False,120,"{""A"": 120, ""A_prime"": 120, ""B"": 120, ""C"": 120}",15,2,0.848548,0.669016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 25.0, ""s04"": 0.0, ""s05"": 25.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 100.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 100.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",83.333333,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}}","{""A"": {""A"": 87, ""B"": 33}, ""A_prime"": {""A"": 0, ""B"": 120}, ""B"": {""A"": 99, ""B"": 21}, ""C"": {""A"": 28, ""B"": 92}}","[""below_surface_noise"", ""scenario_dominated""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": true, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": true, ""unset_thresholds"": []}",False,447595a4bd0c6bd3a3becea4c4b85fe07d362b0dd325498f9e5f073dd85f41ea,32f6086dd4e8e2e0ac5f2adfe4220567d768d694843f4735b540b2e1f606d9b9,ea812aa8d60bc1e258b345d31405388549293adf5a9655e26667b2c18a16799f,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,2,open_weights,guard,base_rate_neglect__wording__v1,qwen2.5,qwen2.5-1.5b-instruct-q4_k_m,,bare,0
measurement,2,2026-09-24__base_rate_neglect__default__v0__qwen2.5-1.5b-instruct-q4_k_m__r0,2026-09-24,base_rate_neglect__default__v0,default,qwen2.5-1.5b-instruct-q4_k_m,100.0,100.0,100.0,0.0,16.666667,20.0,0.0,True,30,"{""A"": 30, ""A_prime"": 30, ""B"": 30, ""C"": 30}",15,2,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 0.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 0.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 30}}","{""A"": {""A"": 30, ""B"": 0}, ""A_prime"": {""A"": 25, ""B"": 5}, ""B"": {""A"": 30, ""B"": 0}, ""C"": {""A"": 24, ""B"": 6}}","[""below_drop_bound"", ""below_surface_noise"", ""degenerate_candidate""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": false, ""unset_thresholds"": []}",False,bd0f47472e5afa5046905d8b5419225575cf5f9f0e1ae43b94fc21c185a980a6,d60cf48fe161a555b6c545c40ad69e12709f4096154af4fc20a4ba1954db5ac8,b57ef716390d8dc15ed121f07bde6267b59992c1320521d4643872237e807761,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,1,open_weights,guard,,qwen2.5,qwen2.5-1.5b-instruct-q4_k_m,,bare,0
measurement,2,2026-09-24__base_rate_neglect__default__v1__qwen2.5-1.5b-instruct-q4_k_m__r0,2026-09-24,base_rate_neglect__default__v1,default,qwen2.5-1.5b-instruct-q4_k_m,100.0,100.0,100.0,0.0,15.833333,20.0,0.0,True,120,"{""A"": 120, ""A_prime"": 120, ""B"": 120, ""C"": 120}",15,2,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""s01"": 0.0, ""s02"": 0.0, ""s03"": 0.0, ""s04"": 0.0, ""s05"": 0.0, ""s06"": 0.0, ""s07"": 0.0, ""s08"": 0.0, ""s09"": 0.0, ""s10"": 0.0, ""s11"": 0.0, ""s12"": 0.0, ""s13"": 0.0, ""s14"": 0.0, ""s15"": 0.0}","{""iqr"": 0.0, ""max"": 0.0, ""median"": 0.0, ""min"": 0.0, ""q1"": 0.0, ""q3"": 0.0}",,"{""A"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}, ""A_prime"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}, ""B"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}, ""C"": {""blocked_upstream"": 0, ""empty"": 0, ""off_format"": 0, ""refused"": 0, ""truncated"": 0, ""unparseable"": 0, ""valid"": 120}}","{""A"": {""A"": 120, ""B"": 0}, ""A_prime"": {""A"": 101, ""B"": 19}, ""B"": {""A"": 120, ""B"": 0}, ""C"": {""A"": 96, ""B"": 24}}","[""below_drop_bound"", ""below_surface_noise""]","{""A-A_prime"": {""above_surface_noise"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-B"": {""above_drop_bound"": false, ""asymmetry_ok"": true, ""drop_bound_ok"": true}, ""A-C"": {""asymmetry_ok"": true, ""drop_bound_ok"": true, ""reading"": true}, ""all_passed"": false, ""scenario_dominated"": false, ""unset_thresholds"": []}",False,bd0f47472e5afa5046905d8b5419225575cf5f9f0e1ae43b94fc21c185a980a6,a7f891a6d58e5960c58cbfbca2701119138e555f3ee36ba9ba9490302b557aa0,ea812aa8d60bc1e258b345d31405388549293adf5a9655e26667b2c18a16799f,b3f55590fbfe793696f639bf9b6da8796363abf51bbd940ce32450a33772e443,5d12cdd2931b43bb86821b433de70777b4edfe3b246744306d70dd4d64b1cb18,2,open_weights,guard,,qwen2.5,qwen2.5-1.5b-instruct-q4_k_m,,bare,0
